num_root_programs, num_components, avg_component_choices, scheduler_elapsed_time, time_to_best_since_scheduler_start, time_to_best, min_num_instructions, initial_cost, cost, num_lattice_nodes, num_undertermined_leaves, num_undertermined_programs, undetermined_ratio
20.0, 2.0, 1.0, 0.6427614593333334, 0.421856941, 0.40809880099999996, 2.0, 5.0, 1.0, 1.0, 0.0, 0.0, 0.0
