num_root_programs, num_components, avg_component_choices, scheduler_elapsed_time, time_to_best_since_scheduler_start, time_to_best, min_num_instructions, num_ref_instructions, initial_cost, cost, num_lattice_nodes, num_undertermined_leaves, num_undertermined_programs, undetermined_ratio
2184.0, 3.0, 473.0, 15.257740666666665, 13.067888835, 9.630479650333333, 3.0, 11.0, 22.0, 6.0, 263.3333333333333, 0.0, 0.0, 0.0
