num_root_programs, num_components, avg_component_choices, scheduler_elapsed_time, time_to_best_since_scheduler_start, time_to_best, min_num_instructions, num_ref_instructions, initial_cost, cost, num_lattice_nodes, num_undertermined_leaves, num_undertermined_programs, undetermined_ratio
6.276374043944764e+17, 7.0, 214.0, 5573.686217692334, 5573.402072047334, 580.2222457433334, 7.0, 18.0, 28.0, 11.0, 155.0, 77.0, 3.708842474566078e+17, 0.5909211988638958
