num_root_programs, num_components, avg_component_choices, scheduler_elapsed_time, time_to_best_since_scheduler_start, time_to_best, min_num_instructions, num_ref_instructions, initial_cost, cost, num_lattice_nodes, num_undertermined_leaves, num_undertermined_programs, undetermined_ratio
23.0, 2.0, 1.0, 1.25186833, 0.8384271846666667, 0.8197046773333333, 2.0, 3.0, 3.0, 2.0, 1.0, 0.0, 0.0, 0.0
