num_root_programs, num_components, avg_component_choices, scheduler_elapsed_time, time_to_best_since_scheduler_start, time_to_best, min_num_instructions, initial_cost, cost, num_lattice_nodes, num_undertermined_leaves, num_undertermined_programs, undetermined_ratio
34178.0, 4.0, 1.0, 1.0588883903333333, 0.689808228, 0.6761254723333333, 4.0, 5.0, 4.0, 1.0, 0.0, 0.0, 0.0
