initial_cost, cost, scheduler_elapsed_time, time_to_best_since_scheduler_start, time_to_best, num_lattice_nodes, num_undertermined_leaves, num_root_programs, num_undertermined_programs, undetermined_ratio
4.0, 3.0, 0.6339113366666668, 0.4239430676666667, 0.4076175636666666, 1.0, 0.0, 343.0, 0.0, 0.0
