num_root_programs, num_components, avg_component_choices, scheduler_elapsed_time, time_to_best_since_scheduler_start, time_to_best, min_num_instructions, initial_cost, cost, num_lattice_nodes, num_undertermined_leaves, num_undertermined_programs, undetermined_ratio
3.0, 1.0, 1.0, 0.641123223, 0.4211304933333333, 0.40743431, 1.0, 16.0, 1.0, 1.0, 0.0, 0.0, 0.0
