num_root_programs, num_components, avg_component_choices, scheduler_elapsed_time, time_to_best_since_scheduler_start, time_to_best, min_num_instructions, initial_cost, cost, num_lattice_nodes, num_undertermined_leaves, num_undertermined_programs, undetermined_ratio
241.0, 3.0, 1.0, 0.440485447, 0.221576385, 0.20800819066666665, 3.0, 11.0, 2.0, 1.0, 0.0, 0.0, 0.0
