num_root_programs, num_components, avg_component_choices, scheduler_elapsed_time, time_to_best_since_scheduler_start, time_to_best, min_num_instructions, num_ref_instructions, initial_cost, cost, num_lattice_nodes, num_undertermined_leaves, num_undertermined_programs, undetermined_ratio
3.5322628478257487e+27, 13.0, 1.0, 28.03027289866667, 13.263307611, 13.177674111, 1.0, 7.0, 7.0, 1.0, 1.0, 0.0, 0.0, 0.0
