initial_cost, cost, scheduler_elapsed_time, time_to_best_since_scheduler_start, time_to_best, num_lattice_nodes, num_undertermined_leaves, num_root_programs, num_undertermined_programs, undetermined_ratio
3.0, 2.0, 0.5323831276666666, 0.323431132, 0.3075365173333333, 1.0, 0.0, 23.0, 0.0, 0.0
