num_root_programs, num_components, avg_component_choices, scheduler_elapsed_time, time_to_best_since_scheduler_start, time_to_best, min_num_instructions, num_ref_instructions, initial_cost, cost, num_lattice_nodes, num_undertermined_leaves, num_undertermined_programs, undetermined_ratio
7880295023597.0, 6.0, 231.0, 816.971971422, 556.8414362506668, 459.8320768213334, 6.0, 10.0, 12.0, 10.0, 572.6666666666666, 0.0, 0.0, 0.0
