num_root_programs, num_components, avg_component_choices, scheduler_elapsed_time, time_to_best_since_scheduler_start, time_to_best, min_num_instructions, initial_cost, cost, num_lattice_nodes, num_undertermined_leaves, num_undertermined_programs, undetermined_ratio
170540772309844.0, 7.0, 1.0, 70.15050835233335, 54.989608467000004, 54.975903086333325, 7.0, 13.0, 7.0, 1.0, 0.0, 0.0, 0.0
