num_root_programs, num_components, avg_component_choices, scheduler_elapsed_time, time_to_best_since_scheduler_start, time_to_best, min_num_instructions, initial_cost, cost, num_lattice_nodes, num_undertermined_leaves, num_undertermined_programs, undetermined_ratio
23.0, 2.0, 1.0, 0.5395955036666668, 0.32120832033333335, 0.30741161866666666, 2.0, 4.0, 2.0, 1.0, 0.0, 0.0, 0.0
