initial_cost, cost, scheduler_elapsed_time, time_to_best_since_scheduler_start, time_to_best, num_lattice_nodes, num_undertermined_leaves, num_root_programs, num_undertermined_programs, undetermined_ratio
5.0, 4.0, 1.0370839286666667, 0.8271109596666667, 0.8093558173333334, 1.0, 0.0, 702548.0, 0.0, 0.0
