num_root_programs, num_components, avg_component_choices, scheduler_elapsed_time, time_to_best_since_scheduler_start, time_to_best, min_num_instructions, num_ref_instructions, initial_cost, cost, num_lattice_nodes, num_undertermined_leaves, num_undertermined_programs, undetermined_ratio
370.0, 2.0, 65.0, 4.748502769000001, 3.5268913966666666, 3.156184504666667, 2.0, 5.0, 4.0, 2.0, 34.0, 0.0, 0.0, 0.0
